biomarker	featureid	dataset_all	num_d_melanoma	num_d_other	num_datasets	classification	species
denominator	metabat_ERR12405932.24	['Peng_2020', 'Tsakmaklis_2023', 'McCulloch_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
numerator	semibin_SRR16168929.20_sub	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	Blautia_A faecis
denominator	maxbin_SRR25825500.013_sub	['Peng_2020', 'Gunjur_2024', 'Tsakmaklis_2023']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
numerator	metabat_SRR16168975.22	['McCulloch_2022', 'Spencer_2021', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	semibin_SRR16168985.16	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Blautia_A obeum
denominator	metabat_ERR12405929.15	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus micronuciformis	Anaeroglobus micronuciformis
denominator	semibin_SRR11413610.61	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__Onthomonas sp900545815	Onthomonas sp900545815
denominator	semibin_ERR6279626.23	['Peng_2020', 'Tsakmaklis_2023', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus oris	Limosilactobacillus oris
denominator	metabat_ERR12405917.12	['Tsakmaklis_2023', 'McCulloch_2022', 'Matson_2019']	3	0	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	Parasutterella excrementihominis
denominator	metabat_ERR6279664.50	['McCulloch_2022', 'Spencer_2021', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp003522105	ER4 sp003522105
numerator	maxbin_SRR5930501.087_sub	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
denominator	maxbin_ERR6279660.001	['Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium merdipullorum	Ruthenibacterium merdipullorum
numerator	maxbin_SRR6000869.050	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia	Bilophila wadsworthia
denominator	semibin_ERR12405916.3	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	Dialister invisus
denominator	metabat_SRR6000894.40	['Peng_2020', 'Lee_2022', 'Matson_2019']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
numerator	maxbin_SRR16168974.016_sub	['McCulloch_2022', 'Spencer_2021', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	metabat_SRR25825507.13_sub	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	Eubacterium_I ramulus
numerator	maxbin_ERR6275668.007	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003538135	CAG-177 sp003538135
numerator	metabat_SRR25825508.34_sub	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	Blautia_A wexlerae
numerator	maxbin_ERR6279658.017_sub	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
denominator	semibin_SRR11413610.21	['Peng_2020', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae_B	Blautia_A wexlerae_B
numerator	metabat_SRR5930498.86	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	Oliverpabstia intestinalis
denominator	semibin_SRR11413646.21	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	Bacteroides ovatus
numerator	maxbin_SRR16168941.009_sub	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis	Oliverpabstia intestinalis
denominator	metabat_SRR6000874.30	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Escherichia coli
numerator	metabat_ERR12405939.30	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
numerator	metabat_ERR6281341.9	['Gunjur_2024', 'Lee_2022', 'Matson_2019']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NSJ-51;s__NSJ-51 sp900549795	NSJ-51 sp900549795
numerator	semibin_ERR6233693.7	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans
numerator	metabat_SRR16554771.5	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
numerator	metabat_ERR6279626.27	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000433355	Cryptobacteroides sp000433355
numerator	metabat_ERR6281505.14	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
numerator	metabat_SRR16554652.48	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	Blautia_A obeum
denominator	metabat_SRR16554652.40	['Peng_2020', 'Tsakmaklis_2023', 'McCulloch_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Ruminococcus_C callidus
denominator	metabat_SRR5930519.59	['Peng_2020', 'Gunjur_2024', 'Lee_2022']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata	Faecalimonas umbilicata
numerator	metabat_ERR12405970.10	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	Gemmiger qucibialis
numerator	metabat_SRR20881987.29	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
denominator	metabat_SRR25825496.40	['Peng_2020', 'Tsakmaklis_2023', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	CAG-170 sp000432135
denominator	metabat_SRR23364199.53_sub	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	ER4 sp000765235
denominator	metabat_SRR23364197.91	['Peng_2020', 'Tsakmaklis_2023', 'McCulloch_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Ruminococcus_C callidus
denominator	semibin_SRR6000921.66	['Peng_2020', 'Spencer_2021', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	Angelakisella sp900547385
denominator	metabat_SRR20881983.56	['Peng_2020', 'Tsakmaklis_2023', 'McCulloch_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Ruminococcus_C callidus
numerator	maxbin_ERR12405952.002	['Gunjur_2024', 'Spencer_2021', 'Gopalakrishnan_2018']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides congonensis	Bacteroides congonensis
denominator	metabat_SRR16554721.12_sub	['Peng_2020', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	Acetatifactor intestinalis
numerator	semibin_SRR6000892.71	['McCulloch_2022', 'Lee_2022', 'Frankel_2017']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	Anaerostipes hadrus
denominator	metabat_SRR11413680.4	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	Veillonella parvula_A
numerator	maxbin_SRR23364183.002	['Liu_2022', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Bifidobacterium bifidum
denominator	metabat_ERR6281342.22	['Gunjur_2024', 'Tsakmaklis_2023', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Scatomorpha;s__Scatomorpha pullicola	Scatomorpha pullicola
denominator	semibin_SRR16554632.68	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	Prevotella sp003447235
denominator	metabat_ERR6282383.6_sub	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__UMGS856 sp900546265	UMGS856 sp900546265
denominator	metabat_ERR12405920.11_sub	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS856;s__UMGS856 sp900546265	UMGS856 sp900546265
denominator	metabat_SRR11413618.92	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	Butyricimonas faecalis
denominator	metabat_SRR11413684.1	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	ER4 sp000765235
denominator	semibin_SRR13022319.17	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	Eisenbergiella sp900066775
denominator	metabat_ERR12405916.32	['Gunjur_2024', 'Spencer_2021', 'Gopalakrishnan_2018']	2	1	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Turicimonas;s__Turicimonas muris	Turicimonas muris
denominator	metabat_ERR6279666.8	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	Lacticaseibacillus paracasei
denominator	semibin_SRR5930517.10	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975	Prevotella sp000434975
denominator	semibin_SRR25825516.46	['Gunjur_2024', 'Tsakmaklis_2023', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	CAG-170 sp000432135
denominator	semibin_SRR25825500.25	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	Prevotella copri_A
numerator	semibin_ERR12405998.55	['Heshiki_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
numerator	semibin_SRR11413606.50	['Heshiki_2020', 'Gunjur_2024', 'Tsakmaklis_2023']	1	2	3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__51-20;s__51-20 sp001917175	51-20 sp001917175
numerator	semibin_SRR13068829.205	['Peng_2020', 'Liu_2022', 'Frankel_2017']	1	2	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Bifidobacterium bifidum
numerator	semibin_SRR8387683.51	['Heshiki_2020', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii	Faecalibacterium prausnitzii
denominator	semibin_SRR5930518.165_sub	['Tsakmaklis_2023', 'Spencer_2021', 'Lee_2022']	3	0	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	CAG-217 sp000436335
denominator	metabat_SRR16168920.14	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	Bifidobacterium breve
numerator	metabat_SRR5930529.3	['Peng_2020', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	Faecalibacterium prausnitzii_G
denominator	semibin_ERR12405910.22	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis	Faecalimonas phoceensis
numerator	maxbin_SRR13022436.003	['Peng_2020', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	Faecalibacterium prausnitzii_C
denominator	semibin_ERR12405932.31	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295	Acetatifactor sp003447295
denominator	maxbin_SRR11413686.009_sub	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	Faecalibacterium prausnitzii_E
denominator	semibin_ERR12405974.119	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter youngae	Citrobacter youngae
denominator	semibin_ERR12405969.59	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis	Citrobacter portucalensis
numerator	maxbin_SRR16554790.013_sub	['Peng_2020', 'Gunjur_2024', 'Tsakmaklis_2023']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae_A	Lachnospira rogosae_A
numerator	maxbin_SRR5930504.027	['Peng_2020', 'Spencer_2021', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735	Lachnospira sp000437735
denominator	semibin_ERR12405947.51	['Gunjur_2024', 'Tsakmaklis_2023', 'Spencer_2021']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	Prevotella sp003447235
denominator	metabat_SRR16168976.72	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_A	Prevotella copri_A
numerator	semibin_SRR20881985.46_sub	['Liu_2022', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	Blautia_A faecis
denominator	semibin_SRR11413613.8	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas sp900184685	Butyricimonas sp900184685
denominator	metabat_SRR16554636.19	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae	Prevotella buccae
denominator	metabat_SRR16554724.5	['Gunjur_2024', 'McCulloch_2022', 'Spencer_2021']	2	1	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445	Sutterella sp900762445
denominator	maxbin_SRR5930531.010	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	Prevotella sp900313215
denominator	maxbin_SRR5930515.026_sub	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	Enterococcus_B faecium
numerator	semibin_ERR6280910.39	['Peng_2020', 'Lee_2022', 'Matson_2019']	2	1	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Bifidobacterium pseudocatenulatum
numerator	semibin_ERR6279661.80	['Peng_2020', 'Lee_2022', 'Matson_2019']	2	1	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Bifidobacterium pseudocatenulatum
denominator	metabat_SRR25825519.12_sub	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp014287875	Lawsonibacter sp014287875
numerator	maxbin_SRR11413617.028_sub	['Peng_2020', 'Lee_2022', 'Matson_2019']	2	1	3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	Bifidobacterium pseudocatenulatum
numerator	semibin_ERR12405952.2	['Peng_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	Negativibacillus sp000435195
denominator	metabat_SRR5930515.8	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775	Eisenbergiella sp900066775
denominator	semibin_SRR6000900.19	['Gunjur_2024', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A	Veillonella parvula_A
numerator	metabat_SRR11413612.18	['Peng_2020', 'Spencer_2021', 'Gopalakrishnan_2018']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325	Lachnospira sp900316325
numerator	maxbin_ERR6267712.014_sub	['Heshiki_2020', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Agathobacter rectalis
numerator	semibin_SRR11413618.78	['Gunjur_2024', 'Tsakmaklis_2023', 'Frankel_2017']	2	1	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Blautia_A sp900066145
denominator	semibin_SRR11413690.11	['Tsakmaklis_2023', 'McCulloch_2022', 'Matson_2019']	3	0	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	Parasutterella excrementihominis
denominator	metabat_SRR23364187.17_sub	['Heshiki_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella excrementavium	Fournierella excrementavium
denominator	metabat_SRR8387677.1_sub	['Heshiki_2020', 'Gunjur_2024', 'Spencer_2021']	1	2	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella excrementavium	Fournierella excrementavium
numerator	semibin_SRR5930514.18	['Gunjur_2024', 'Lee_2022', 'Frankel_2017']	2	1	3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	Cryptobacteroides sp000431015
denominator	maxbin_ERR6271721.001	['Peng_2020', 'Spencer_2021', 'Lee_2022']	2	1	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei	Enterobacter kobei
numerator	semibin_SRR16554647.24	['Lee_2022', 'Matson_2019']	2	0	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835	Dysosmobacter sp001916835
denominator	metabat_SRR5930529.63_sub	['Gunjur_2024', 'Spencer_2021']	1	1	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535	Copromonas sp900066535
numerator	semibin_SRR23364229.5	['Lee_2022', 'Frankel_2017']	2	0	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	Blautia_A faecis
