sampleid	dataset	format	type	num_seqs	sum_len	min_len	avg_len	max_len
SRR5930505	Frankel_2017	FASTQ	DNA	37,123,795	3,894,750,418	15	104.9	105
SRR5930506	Frankel_2017	FASTQ	DNA	42,455,443	4,451,844,297	15	104.9	105
SRR5930507	Frankel_2017	FASTQ	DNA	35,587,919	3,733,667,082	15	104.9	105
SRR5930508	Frankel_2017	FASTQ	DNA	31,792,189	3,187,885,948	15	100.3	101
SRR5930509	Frankel_2017	FASTQ	DNA	31,781,734	3,186,597,094	15	100.3	101
SRR5930510	Frankel_2017	FASTQ	DNA	19,389,964	1,930,073,567	31	99.5	100
SRR5930511	Frankel_2017	FASTQ	DNA	14,303,338	1,423,037,286	31	99.5	100
SRR5930512	Frankel_2017	FASTQ	DNA	19,874,746	1,977,133,593	31	99.5	100
SRR5930513	Frankel_2017	FASTQ	DNA	13,077,525	1,300,623,737	31	99.5	100
SRR5930514	Frankel_2017	FASTQ	DNA	23,523,227	2,338,431,960	31	99.4	100
SRR5930515	Frankel_2017	FASTQ	DNA	18,755,047	1,866,798,414	31	99.5	100
SRR5930516	Frankel_2017	FASTQ	DNA	34,556,710	3,465,095,394	15	100.3	101
SRR5930517	Frankel_2017	FASTQ	DNA	23,576,899	2,344,717,878	31	99.4	100
SRR5930518	Frankel_2017	FASTQ	DNA	37,678,398	3,952,351,924	15	104.9	105
SRR5930519	Frankel_2017	FASTQ	DNA	35,601,723	3,733,779,364	15	104.9	105
SRR5930520	Frankel_2017	FASTQ	DNA	31,055,922	3,114,298,499	15	100.3	101
SRR5930521	Frankel_2017	FASTQ	DNA	24,929,303	2,476,975,281	31	99.4	100
SRR5930522	Frankel_2017	FASTQ	DNA	12,616,857	1,255,275,219	31	99.5	100
SRR5930523	Frankel_2017	FASTQ	DNA	13,877,156	1,380,640,101	31	99.5	100
SRR5930526	Frankel_2017	FASTQ	DNA	44,299,592	4,409,044,297	31	99.5	100
SRR5930527	Frankel_2017	FASTQ	DNA	40,442,185	4,024,886,986	31	99.5	100
SRR5930528	Frankel_2017	FASTQ	DNA	41,748,148	4,151,094,318	31	99.4	100
SRR5930529	Frankel_2017	FASTQ	DNA	36,678,937	3,676,445,587	15	100.2	101
SRR5930530	Frankel_2017	FASTQ	DNA	35,142,223	3,524,111,165	31	100.3	101
SRR5930531	Frankel_2017	FASTQ	DNA	31,361,472	3,145,082,567	15	100.3	101
SRR5930532	Frankel_2017	FASTQ	DNA	41,539,884	4,164,539,840	15	100.3	101
SRR5930533	Frankel_2017	FASTQ	DNA	15,468,038	1,538,785,252	31	99.5	100
SRR5930534	Frankel_2017	FASTQ	DNA	15,456,957	1,538,031,496	31	99.5	100
SRR5930536	Frankel_2017	FASTQ	DNA	39,308,730	3,940,811,128	15	100.3	101
